,index,asin,Brand,Model,title,image,url,Price,Sales,rating
384,384,B07L543G3M,Samsung,Samsung Galaxy J3 20,"Samsung Galaxy J3 2018 (16GB) J337A - 5.0"" HD Display, Android 8.0, 4G LTE AT&T Unlocked GSM Smartphone (Black)",https://m.media-amazon.com/images/I/41Q3zLdBrUL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-2018-16GB-J337A/dp/B07L543G3M,109.0,137,3.9611650485436893
385,385,B07L5T18L5,Samsung,Samsung Galaxy S9+ T,Samsung Galaxy S9+ T-Mobile - 64gb - Midnight Black - (Renewed),https://m.media-amazon.com/images/I/71SWW5LsZ0L._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-S9-T-Mobile-Midnight/dp/B07L5T18L5,344.95,3,3.6666666666666665
386,386,B07L6RCH5W,Google,"Google Pixel 3, Veri","Google Pixel 3, Verizon, 64 GB - Clearly White (Renewed)",https://m.media-amazon.com/images/I/61i6bsQHqbL._AC_UY218_ML3_.jpg,https://www.amazon.com/Google-Pixel-Factory-Unlocked-Renewed/dp/B07L6RCH5W,310.99,2,1.0
387,387,B07L78G3D2,Nokia,Nokia 3 - Android 9.,"Nokia 3 - Android 9.0 Pie - 16 GB - Unlocked Smartphone (AT&T/T-Mobile/Metropcs/Cricket/Mint) - 5.0"" HD Screen - Copper",https://m.media-amazon.com/images/I/61dHGaoRj7L._AC_UY218_ML3_.jpg,https://www.amazon.com/Nokia-Unlocked-Smartphone-T-Mobile-MetroPCS/dp/B07L78G3D2,79.0,12,2.625
388,388,B07L8FP7RH,Samsung,"Samsung Gusto 3, Roy","Samsung Gusto 3, Royal Navy Blue (Verizon Wireless Prepaid) (Renewed)",https://m.media-amazon.com/images/I/51UEFDlpuUL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Verizon-Wireless-Prepaid-Renewed/dp/B07L8FP7RH,94.99,3,3.0
389,389,B07M94R4GF,Samsung,Samsung Galaxy J3 (2,Samsung Galaxy J3 (2018) J377A 16GB Unlocked GSM 4G LTE Phone w/ 8MP Camera - Black (Renewed),https://m.media-amazon.com/images/I/61QcyZOnDxL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-J337A-Unlocked-Camera/dp/B07M94R4GF,115.0,34,3.4166666666666665
390,390,B07MF3JM4T,Motorola,Motorola Moto One - ,"Motorola Moto One - Android One - 64 GB - 13+2 MP Dual Rear Camera - Dual SIM Unlocked Smartphone (at&T/T-Mobile/MetroPCS/Cricket/H2O) - 5.9"" HD+ Display - XT1941-3 - (International Version) (Black)",https://m.media-amazon.com/images/I/51Hy0ypovHL._AC_UY218_ML3_.jpg,https://www.amazon.com/Motorola-Moto-One-Smartphone-International/dp/B07MF3JM4T,162.72,199,3.9798657718120807
391,391,B07MF3Y8Y5,Motorola,Motorola G6 (XT1925),Motorola G6 (XT1925) 32GB GSM Unlocked Android Smartphone (AT&T/T-Mobile/Mint) - Black (Renewed),https://m.media-amazon.com/images/I/71fy1Oad3rL._AC_UY218_ML3_.jpg,https://www.amazon.com/Motorola-G6-Unlocked-T-Mobile-PAAE0000US/dp/B07MF3Y8Y5,100.96,73,4.087719298245614
392,392,B07MGKGHGP,Samsung,Samsung Galaxy J3 20,"Samsung Galaxy J3 2018 (16GB) J337A - 5.0in HD Display, Android 8.0, 4G LTE AT&T Unlocked GSM Smartphone (Blue/Silver) (Renewed)",https://m.media-amazon.com/images/I/61hwzcEYDmL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-2018-16GB-J337A/dp/B07MGKGHGP,104.99,54,3.923076923076923
393,393,B07MN8QTK1,Motorola,Motorola Moto G7 Pla,"Motorola Moto G7 Play XT1952 32GB+2GB RAM 5.7"" Max Vision LTE Factory Unlocked (International Model, No Warranty) Deep Indigo",https://m.media-amazon.com/images/I/51Qyh9JAYoL._AC_UY218_ML3_.jpg,https://www.amazon.com/Motorola-Factory-Unlocked-International-Warranty/dp/B07MN8QTK1,134.0,67,4.203703703703703
394,394,B07MNZWW37,HUAWEI,Huawei Mate 20 Pro L,"Huawei Mate 20 Pro LYA-L29 128GB + 6GB - Factory Unlocked International Version - GSM ONLY, NO CDMA - No Warranty in The USA (Twilight) (Renewed)",https://m.media-amazon.com/images/I/5103NfGcH2L._AC_UY218_ML3_.jpg,https://www.amazon.com/Huawei-Mate-LYA-L29-128GB-International/dp/B07MNZWW37,489.99,2,4.0
395,395,B07MY7XPNZ,Motorola,AT&T Moto E5 Play wi,AT&T Moto E5 Play with 16GB Memory Prepaid Cell Phone - Black - Carrier Locked to AT&T,https://m.media-amazon.com/images/I/51jv-B8t+4L._AC_UY218_ML3_.jpg,https://www.amazon.com/Moto-Play-Memory-Prepaid-Phone/dp/B07MY7XPNZ,53.92,15,4.083333333333333
396,396,B07MZ2TRTC,Sony,Sony Xperia 10 Plus ,Sony Xperia 10 Plus GSM Unlocked Smartphone - Black,https://m.media-amazon.com/images/I/71OEcbgvnnL._AC_UY218_ML3_.jpg,https://www.amazon.com/Sony-Xperia-Plus-Unlocked-Smartphone/dp/B07MZ2TRTC,327.99,94,3.3333333333333335
397,397,B07N11SM58,Nokia,Nokia 9 PureView - A,"Nokia 9 PureView - Android 9.0 Pie - 128 GB - Single Sim Unlocked Smartphone (at&T/T-Mobile/Metropcs/Cricket/H2O) - 5.99"" QHD+ Screen - Qi Wireless Charging - Midnight Blue - U.S. Warranty",https://m.media-amazon.com/images/I/51ls1kpJJsL._AC_UY218_ML3_.jpg,https://www.amazon.com/Nokia-PureView-Unlocked-Smartphone-T-Mobile/dp/B07N11SM58,499.99,61,3.7674418604651163
398,398,B07N4M412B,Samsung,Samsung Galaxy S10 F,Samsung Galaxy S10 Factory Unlocked Phone with 128GB - Prism Black,https://m.media-amazon.com/images/I/51x8eZ8JbKL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-Factory-Unlocked-Phone/dp/B07N4M412B,649.99,346,4.065116279069767
399,399,B07N6MRRKH,Nokia,Nokia 3310 3G TA-103,"Nokia 3310 3G TA-1036 - Factory Unlocked Feature Phone (Compatible with at&T/T-Mobile/MetroPCS/Cricket/H2O) - 2.4"" Screen (Azure)",https://m.media-amazon.com/images/I/813lWk+hi5L._AC_UY218_ML3_.jpg,https://www.amazon.com/Nokia-3310-3G-TA-1036-Compatible/dp/B07N6MRRKH,59.99,7,4.5
400,400,B07N91S9MW,Motorola,Moto G7 – Unlocked –,"Moto G7 – Unlocked – 64 GB – Ceramic Black (US Warranty) - Verizon, AT&T, T-Mobile, Sprint, Boost, Cricket, & Metro",https://m.media-amazon.com/images/I/81Vobb06FVL._AC_UY218_ML3_.jpg,https://www.amazon.com/Moto-G7-Unlocked-Warranty-T-Mobile/dp/B07N91S9MW,179.99,361,4.043137254901961
401,401,B07N9LN3RC,Motorola,Motorola G7 Play 32G,Motorola G7 Play 32GB GSM Nano-SIM Phone w/ 13MP Camera - Deep Indigo,https://m.media-amazon.com/images/I/71W69U8ehiL._AC_UY218_ML3_.jpg,https://www.amazon.com/Motorola-Play-Nano-SIM-Phone-Camera/dp/B07N9LN3RC,129.99,10,2.875
402,402,B07NC3N3Z8,Samsung,Samsung Galaxy S10 1,"Samsung Galaxy S10 128GB / 8GB RAM SM-G973F Hybrid/Dual-SIM (GSM Only, No CDMA) Factory Unlocked 4G/LTE Smartphone - International Version (Prism Blue)",https://m.media-amazon.com/images/I/61scEiXfaIL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-SM-G973F-Dual-SIM-Unlocked-Smartphone/dp/B07NC3N3Z8,665.0,16,4.545454545454546
403,403,B07ND4ZN2X,Google,Google Pixel 3 128GB,Google Pixel 3 128GB Unlocked - White (Renewed),https://m.media-amazon.com/images/I/31k2rwloK4L._AC_UY218_ML3_.jpg,https://www.amazon.com/Google-Pixel-128GB-Unlocked-Renewed/dp/B07ND4ZN2X,429.0,5,4.333333333333333
404,404,B07NGDHMKL,HUAWEI,HUAWEI P Smart 2019 ,HUAWEI P Smart 2019 Pot-LX3 32GB Unlocked GSM 4G LTE Dual Camera (13MP+2MP) Phone - Coral Red …,https://m.media-amazon.com/images/I/41xd2-SpzlL._AC_UY218_ML3_.jpg,https://www.amazon.com/HUAWEI-Smart-Pot-LX3-Unlocked-Camera/dp/B07NGDHMKL,239.99,21,4.3
405,405,B07NLHLC88,Google,Google Pixel 3-64GB ,Google Pixel 3-64GB - Verizon Unlocked - Just Black (Renewed),https://m.media-amazon.com/images/I/41erRG4bHCL._AC_UY218_ML3_.jpg,https://www.amazon.com/Google-Pixel-3-64GB-Verizon-Unlocked/dp/B07NLHLC88,307.88,6,3.8
406,406,B07NLMCDN4,Samsung,Samsung Galaxy Note9,Samsung Galaxy Note9 Smartphone 6.4in AT&T Android 512GB (Ocean Blue)(Renewed),https://m.media-amazon.com/images/I/71sSlZt65FL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-Smartphone-Android-Renewed/dp/B07NLMCDN4,469.0,1,1.0
407,407,B07NP2Y82Q,Motorola,Motorola Moto G7+ Pl,"Motorola Moto G7+ Plus (64GB, 4GB RAM) Dual SIM 6.2"" 4G LTE (GSM Only) Factory Unlocked Smartphone International Model, No Warranty XT1965-2 (Deep Indigo)",https://m.media-amazon.com/images/I/61Tiv-FndnL._AC_UY218_ML3_.jpg,https://www.amazon.com/Motorola-Unlocked-Smartphone-International-Model/dp/B07NP2Y82Q,202.99,125,4.175257731958763
408,408,B07NP6R2RG,Motorola,Motorola Moto G7 (64,"Motorola Moto G7 (64GB, 4GB RAM) Dual SIM 6.2"" 4G LTE (GSM Only) Factory Unlocked Smartphone International Model XT1962-4 No Warranty (Clear White)",https://m.media-amazon.com/images/I/51c3FZ-X6nL._AC_UY218_ML3_.jpg,https://www.amazon.com/Motorola-Unlocked-Smartphone-International-XT1962-4/dp/B07NP6R2RG,153.99,108,4.043010752688172
409,409,B07NPRQYP1,Motorola,Moto G7 Power - Unlo,Moto G7 Power - Unlocked - 64 GB - Marine Blue (No Warranty) - International Model (GSM Only),https://m.media-amazon.com/images/I/71nplhIIYjL._AC_UY218_ML3_.jpg,https://www.amazon.com/Motorola-Unlocked-Smartphone-International-Model/dp/B07NPRQYP1,165.0,455,3.948087431693989
410,410,B07NQNK5F4,Samsung,Samsung Galaxy S9+ G,Samsung Galaxy S9+ G965U 64GB Lilac Purple - Sprint(Renewed),https://m.media-amazon.com/images/I/7105o1AlJLL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-G965U-Lilac-Purple/dp/B07NQNK5F4,374.95,9,3.857142857142857
411,411,B07NRCRFVJ,Samsung,Samsung Galaxy Note8,Samsung Galaxy Note8 Certified Pre-Owned Factory Unlocked Phone - 64GB - Black (1 Year Samsung U.S. Warranty) (Renewed),https://m.media-amazon.com/images/I/81pByOHKz3L._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Certified-Pre-Owned-Factory-Unlocked/dp/B07NRCRFVJ,399.99,1,5.0
412,412,B07NVWSTHP,Motorola,Motorola Moto Z3 Pla,Motorola Moto Z3 Play 32GB XT1929-3 Deep Indigo - Sprint (Renewed),https://m.media-amazon.com/images/I/41HfzhSprOL._AC_UY218_ML3_.jpg,https://www.amazon.com/Motorola-Moto-Play-XT1929-3-Indigo/dp/B07NVWSTHP,149.99,2,5.0
413,413,B07NWKP41X,Samsung,Samsung Galaxy S10+ ,"Samsung Galaxy S10+ Plus 512GB / 8GB RAM SM-G975F/DS Hybrid/Dual-SIM (GSM Only, No CDMA) Factory Unlocked 4G/LTE Smartphone - International Version No Warranty (Ceramic White)",https://m.media-amazon.com/images/I/51-6BAu2kbL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-SM-G975F-Dual-SIM-Unlocked-Smartphone/dp/B07NWKP41X,837.0,40,4.46875
414,414,B07NWM7V9M,Samsung,Samsung Galaxy S10e ,"Samsung Galaxy S10e 128GB SM-G970F/DS Hybrid/Dual-SIM (GSM Only, No CDMA) Factory Unlocked 4G/LTE Smartphone - International Version No Warranty (Prism Black)",https://m.media-amazon.com/images/I/51XRQwjkxPL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-SM-G970F-Dual-SIM-Unlocked-Smartphone/dp/B07NWM7V9M,568.99,8,4.0
415,415,B07NYBD9DW,Motorola,Moto X4 Android One ,Moto X4 Android One Edition - 64GB - Black - Unlocked,https://m.media-amazon.com/images/I/81znt6scdML._AC_UY218_ML3_.jpg,https://www.amazon.com/Moto-X4-Android-One-Unlocked/dp/B07NYBD9DW,278.99,45,4.27027027027027
416,416,B07NYBSX9V,Samsung,Samsung Galaxy Cellp,"Samsung Galaxy Cellphone - S10 AT&T Factory Unlock (Black, 128GB)",https://m.media-amazon.com/images/I/713Qi2wzAML._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-Cellphone-Factory-Unlock/dp/B07NYBSX9V,643.98,10,4.571428571428571
417,417,B07NZVM3RN,Samsung,Samsung Galaxy S10e ,"Samsung Galaxy S10e 128GB+6GB RAM SM-G970 Dual Sim 5.8"" LTE Factory Unlocked Smartphone (International Model) (Prism Black)",https://m.media-amazon.com/images/I/51BateZ5iqL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-S10e-Unlocked-Smartphone-International/dp/B07NZVM3RN,541.98,213,4.432098765432099
418,418,B07NZX5BKH,Samsung,Samsung Galaxy S10+ ,"Samsung Galaxy S10+ Plus 128GB+8GB RAM SM-G975F/DS Dual Sim 6.4"" LTE Factory Unlocked Smartphone International Model, No Warranty (Prism Black)",https://m.media-amazon.com/images/I/51V8qIvvd1L._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-SM-G975F-Unlocked-Smartphone-International/dp/B07NZX5BKH,739.99,193,4.346938775510204
419,419,B07NZXXZB2,Samsung,Samsung Galaxy S10 1,"Samsung Galaxy S10 128GB+8GB RAM SM-G973F/DS Dual Sim 6.1"" LTE Factory Unlocked Smartphone (International Model No Warranty) (Prism White)",https://m.media-amazon.com/images/I/61YVqHdFRxL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-SM-G973F-DS-Smartphone-International/dp/B07NZXXZB2,669.99,300,4.341176470588235
420,420,B07P2H2GZ8,Samsung,Samsung Galaxy Cellp,"Samsung Galaxy Cellphone - S10+ Plus AT&T Factory Unlock (White, 128GB)",https://m.media-amazon.com/images/I/71S1s7GGCVL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-Cellphone-Factory-Unlock/dp/B07P2H2GZ8,702.97,12,4.5
421,421,B07P6Y8L3F,Apple,"Apple iPhone XR, 64G","Apple iPhone XR, 64GB, Red - Fully Unlocked (Renewed)",https://m.media-amazon.com/images/I/61LA-THTwWL._AC_UY218_ML3_.jpg,https://www.amazon.com/Apple-iPhone-XR-Fully-Unlocked/dp/B07P6Y8L3F,499.99,1,3.888888888888889
422,422,B07P8MQHSH,Google,Google - Pixel 3 wit,Google - Pixel 3 with 64GB Memory Cell Phone (Unlocked) - Just Black,https://m.media-amazon.com/images/I/71-s0qpYaZL._AC_UY218_ML3_.jpg,https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/dp/B07P8MQHSH,446.61,157,3.736842105263158
423,423,B07PB3WV54,Samsung,Samsung Galaxy S10e ,"Samsung Galaxy S10e Factory Unlocked Phone with 128GB, Prism White (Renewed)",https://m.media-amazon.com/images/I/61+mDJSfYuL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Factory-Unlocked-Warranty-Renewed/dp/B07PB3WV54,429.99,189,3.984251968503937
424,424,B07PB5BXMZ,Samsung,Samsung Galaxy S10+ ,Samsung Galaxy S10+ Plus Verizon + GSM Unlocked 128GB Blue,https://m.media-amazon.com/images/I/41GU83S76IL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-Verizon-Unlocked-128GB/dp/B07PB5BXMZ,709.97,3,5.0
425,425,B07PB77Z4J,Samsung,Samsung Galaxy S10e ,"Samsung Galaxy S10e Factory Unlocked Phone with 128GB (U.S. Warranty), Prism Blue (Renewed)",https://m.media-amazon.com/images/I/61IR7+oiS7L._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Factory-Unlocked-Warranty-Renewed/dp/B07PB77Z4J,429.99,189,3.984251968503937
426,426,B07PHFW8LV,Samsung,Samsung Galaxy S10 S,"Samsung Galaxy S10 SM-G9730 - International Version - No Warranty in The USA - GSM ONLY, NO CDMA (Prism Black, 128GB/8GB) - Prism Black,128GB/8GB",https://m.media-amazon.com/images/I/51jqxUxAJYL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-S10-SM-G9730-International/dp/B07PHFW8LV,668.95,9,4.555555555555555
427,427,B07PHQ7FBP,Sony,Sony Xperia 1 Unlock,"Sony Xperia 1 Unlocked Smartphone 6.5"" 4K HDR OLED CinemaWide Display, 128GB - Black - (US Warranty)",https://m.media-amazon.com/images/I/71oXhyGDd+L._AC_UY218_ML3_.jpg,https://www.amazon.com/Sony-Unlocked-Smartphone-CinemaWide-Display/dp/B07PHQ7FBP,748.0,70,4.472222222222222
428,428,B07PKVLDHP,HUAWEI,Huawei Y6 2019 MRD-L,"Huawei Y6 2019 MRD-LX3 6.09"" Dewdrop Display 32GB 2GB RAM Dual SIM 13MP+ 8MP A-GPS Fingerprint Factory Unlocked No Warranty US (Blue)",https://m.media-amazon.com/images/I/51kU7MGJRQL._AC_UY218_ML3_.jpg,https://www.amazon.com/MRD-LX3-Dewdrop-Fingerprint-Unlocked-Warranty/dp/B07PKVLDHP,128.97,24,3.9285714285714284
429,429,B07PQSYGKB,OnePlus,OnePlus 6T A6013 128,OnePlus 6T A6013 128GB Mirror Black - T-Mobile (Renewed),https://m.media-amazon.com/images/I/61mUCvyDkQL._AC_UY218_ML3_.jpg,https://www.amazon.com/OnePlus-A6013-128GB-Mirror-Black/dp/B07PQSYGKB,329.95,52,4.2631578947368425
430,430,B07PR1Z2BF,Motorola,Moto Z3 Play - Unloc,"Moto Z3 Play - Unlocked - 32 GB - Deep Indigo (US Warranty) - Verizon, AT&T, T-Mobile, Sprint",https://m.media-amazon.com/images/I/718hgMPQxML._AC_UY218_ML3_.jpg,https://www.amazon.com/Moto-Z3-Play-Unlocked-Warranty/dp/B07PR1Z2BF,174.5,33,3.4705882352941178
431,431,B07PRSPD3Q,Nokia,Nokia Mobile Nokia 5,"Nokia Mobile Nokia 5.1 Plus - Android 9.0 Pie - 32 GB - Dual Camera - Dual Sim Unlocked Smartphone (AT&T/T-Mobile/Metropcs/Cricket/Mint) - 5.86"" 19: 9 HD+ Screen - Black",https://m.media-amazon.com/images/I/616a0FnPc5L._AC_UY218_ML3_.jpg,https://www.amazon.com/Nokia-Mobile-5-1-Plus-Smartphone/dp/B07PRSPD3Q,149.0,16,3.6666666666666665
432,432,B07PSHDTFN,Samsung,Samsung A2 Core (SM-,"Samsung A2 Core (SM-A260G/DS) Dual Sim 16GB Factory Unlocked International Version, No Warranty - Blue",https://m.media-amazon.com/images/I/71z5NTng2GL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-SM-A260G-Unlocked-International-Warranty/dp/B07PSHDTFN,85.0,6,3.5
433,433,B07PV7LN4X,Samsung,Samsung Galaxy A30 D,Samsung Galaxy A30 Dual SIM 32GB (SM-A305G/DS) Unlocked Phone GSM International Version - Blue,https://m.media-amazon.com/images/I/71i9lcnWT1L._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-A30-SM-A305G-Unlocked-International/dp/B07PV7LN4X,215.0,352,4.184
434,434,B07PW9XW1G,HUAWEI,Huawei E8372h-608 Un,"Huawei E8372h-608 Unlocked 150 Mbps 4G LTE Modem + WiFi USB Wingle (4G LTE in USA (AT&T), (2G Tmobile Metro PCS) Digitel Europe, Asia, Middle East and Africa) (Unit + 2 Antennas)",https://m.media-amazon.com/images/I/41+NU2WfaDL._AC_UY218_ML3_.jpg,https://www.amazon.com/Huawei-E8372h-608-Unlocked-Tmobile-Antennas/dp/B07PW9XW1G,79.99,3,5.0
435,435,B07PXV5GXJ,Xiaomi,Xiaomi Redmi 7 32Gb+,"Xiaomi Redmi 7 32Gb+3GB RAM 6.26"" HD+ LTE Factory Unlocked GMS Smartphone (International Version, No Warranty) - Blue",https://m.media-amazon.com/images/I/51iRhc7-HBL._AC_UY218_ML3_.jpg,https://www.amazon.com/Xiaomi-Unlocked-Smartphone-International-Warranty/dp/B07PXV5GXJ,152.5,67,4.568181818181818
436,436,B07PY52GVP,Xiaomi,"Xiaomi Redmi Note 7,","Xiaomi Redmi Note 7, 64GB/4GB RAM, 6.30'' FHD+, Snapdragon 660, Black - Unlocked Global Version",https://m.media-amazon.com/images/I/61ZaskM5hBL._AC_UY218_ML3_.jpg,https://www.amazon.com/Xiaomi-Redmi-Note-Snapdragon-Black/dp/B07PY52GVP,167.0,630,4.328451882845188
437,437,B07PZZLR4D,Motorola,Motorola Moto G7 (64,"Motorola Moto G7 (64GB, 4GB RAM) Dual SIM 6.2"" 4G LTE (GSM Only) Factory Unlocked Smartphone International Model XT1962-6 International Version No Warranty",https://m.media-amazon.com/images/I/612zkGD+cKL._AC_UY218_ML3_.jpg,https://www.amazon.com/Motorola-Unlocked-Smartphone-International-XT1962-6/dp/B07PZZLR4D,153.0,16,4.357142857142857
438,438,B07Q26V49K,Xiaomi,"Xiaomi Redmi Note 7,","Xiaomi Redmi Note 7, 64GB/4GB RAM, 6.30'' FHD+, Snapdragon 660, Blue - Unlocked Global Version, No Warranty",https://m.media-amazon.com/images/I/41FBnbqW3pL._AC_UY218_ML3_.jpg,https://www.amazon.com/Xiaomi-Redmi-Note-64GB-Snapdragon/dp/B07Q26V49K,166.0,471,4.464566929133858
439,439,B07Q2WPMNB,HUAWEI,HUAWEI P30 Pro Facto,HUAWEI P30 Pro Factory Unlocked International Version 128GB Black,https://m.media-amazon.com/images/I/51zDfRUUhHL._AC_UY218_ML3_.jpg,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/dp/B07Q2WPMNB,686.99,38,4.333333333333333
440,440,B07Q2X19LG,HUAWEI,Huawei P30 128GB+6GB,"Huawei P30 128GB+6GB RAM (ELE-L29) 6.1"" LTE Factory Unlocked GSM Smartphone (International Version) (Black)",https://m.media-amazon.com/images/I/61jJeZBliWL._AC_UY218_ML3_.jpg,https://www.amazon.com/ELE-L29-Factory-Unlocked-Smartphone-International/dp/B07Q2X19LG,513.99,115,4.655555555555556
441,441,B07Q3T41M4,Xiaomi,Xiaomi Redmi Note 7 ,"Xiaomi Redmi Note 7 (64GB, 4GB) 6.3"" Display, 48MP + 5MP AI Dual Rear Camera, Global 4G LTE Dual SIM GSM Factory Unlocked (International Model w/ 64GB MicroSD Bundle) (Black)",https://m.media-amazon.com/images/I/51aPFwkAV9L._AC_UY218_ML3_.jpg,https://www.amazon.com/Xiaomi-Display-Factory-Unlocked-International/dp/B07Q3T41M4,180.0,29,4.65
442,442,B07Q6VQ147,Apple,"Apple iPhone 7, 128G","Apple iPhone 7, 128GB, Rose Gold - Fully Unlocked (Renewed)",https://m.media-amazon.com/images/I/71x3e0x+M2L._AC_UY218_ML3_.jpg,https://www.amazon.com/Apple-iPhone-128GB-Rose-Gold/dp/B07Q6VQ147,216.89,4,2.2
443,443,B07Q6ZNJNT,Samsung,Samsung Galaxy A10 A,Samsung Galaxy A10 A105M 32GB Duos GSM Unlocked Phone w/ 13MP Camera - Blue,https://m.media-amazon.com/images/I/711v+hjDjxL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-A10-Unlocked-Camera/dp/B07Q6ZNJNT,167.5,411,4.2007722007722
444,444,B07Q6ZZ4S1,Xiaomi,Xiaomi Redmi Note 7 ,"Xiaomi Redmi Note 7 128GB + 4GB RAM 6.3"" FHD+ LTE Factory Unlocked 48MP GSM Smartphone (Global Version, No Warranty) (Neptune Blue)",https://m.media-amazon.com/images/I/51X1YcLSmXL._AC_UY218_ML3_.jpg,https://www.amazon.com/Xiaomi-Factory-Unlocked-Smartphone-Warranty/dp/B07Q6ZZ4S1,186.0,272,4.292237442922374
445,445,B07Q88NYCW,Xiaomi,Xiaomi Redmi Note 7 ,"Xiaomi Redmi Note 7 (32GB, 3GB) 6.3"" Display, 48MP + 5MP AI Dual Rear Camera, Global 4G LTE Dual SIM GSM Factory Unlocked - International Model (Neptune Blue)",https://m.media-amazon.com/images/I/61EpGpndbuL._AC_UY218_ML3_.jpg,https://www.amazon.com/Xiaomi-Display-Camera-Factory-Unlocked/dp/B07Q88NYCW,149.5,40,4.516129032258065
446,446,B07Q8BY2Q8,Samsung,Samsung Galaxy A6 SM,Samsung Galaxy A6 SM-A600P 32GB Black (Boost Mobile)(Renewed),https://m.media-amazon.com/images/I/61DuYC-cy4L._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-SM-A600P-Mobile-Renewed/dp/B07Q8BY2Q8,124.95,4,2.5
447,447,B07QB8QYYZ,Xiaomi,Xiaomi Mi 9 SE Unloc,"Xiaomi Mi 9 SE Unlocked 6GB/64GB Dual Sim 4G LTE Phone (International Global Version, No Warranty) (Ocean Blue)",https://m.media-amazon.com/images/I/41UrCG1gkRL._AC_UY218_ML3_.jpg,https://www.amazon.com/Xiaomi-Unlocked-International-Version-Warranty/dp/B07QB8QYYZ,264.99,71,4.396551724137931
448,448,B07QB9HMLF,Samsung,Samsung Galaxy Note ,Samsung Galaxy Note 9 N960U 128GB T-Mobile GSM Unlocked Phone (Midnight Black) (Renewed),https://m.media-amazon.com/images/I/71qDtN2wn8L._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-T-Mobile-Unlocked-Midnight-Renewed/dp/B07QB9HMLF,412.95,10,4.0
449,449,B07QBJZ34C,Motorola,Motorola Moto G6 Pla,"Motorola Moto G6 Play 16GB - 5.7"" 4G LTE Unlocked Smartphone, US Version, XT1922-9 (Deep Indigo) (Renewed)",https://m.media-amazon.com/images/I/71wROsSBiRL._AC_UY218_ML3_.jpg,https://www.amazon.com/Motorola-Moto-Play-16GB-Smartphone/dp/B07QBJZ34C,83.99,13,2.75
450,450,B07QC4R451,Samsung,Samsung Galaxy A10 S,"Samsung Galaxy A10 SM-A105FDS 32GB, Dual Sim, 6.2"" HD + Infinity-V Display, 2GB RAM, GSM Unlocked International Model, No Warranty (Black)",https://m.media-amazon.com/images/I/611v1lZLoJL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-SM-A105FDS-Infinity-V-Unlocked-International/dp/B07QC4R451,159.0,65,3.763157894736842
451,451,B07QCCW5KB,Xiaomi,Xiaomi Redmi 7 32Gb+,"Xiaomi Redmi 7 32Gb+3GB RAM 6.26"" HD+ LTE Factory Unlocked GMS Smartphone (Global Version, No Warranty) (Eclipse Black)",https://m.media-amazon.com/images/I/71FVXlimMTL._AC_UY218_ML3_.jpg,https://www.amazon.com/Xiaomi-Factory-Unlocked-Smartphone-Warranty/dp/B07QCCW5KB,149.0,146,4.393939393939394
452,452,B07QCQ9JRH,Samsung,Samsung Galaxy M10 M,Samsung Galaxy M10 M105M 16GB Unlocked GSM Phone w/Dual 13 MP & 5 MP Camera - Ocean Blue,https://m.media-amazon.com/images/I/41msGeobyxL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-M105M-Unlocked-Camera/dp/B07QCQ9JRH,149.99,32,4.230769230769231
